Ingredient,Dish,Meal,Date,Index,Vegetarian,Vegan,Gluten-Free
garlic,Potstickers,dinner,2022-05-03,7,False,True,False
rice flour,Potstickers,dinner,2022-05-03,7,False,True,False
salt,Potstickers,dinner,2022-05-03,7,False,True,False
sugar,Potstickers,dinner,2022-05-03,7,False,True,False
soybean oil,Potstickers,dinner,2022-05-03,7,False,True,False
spice,Potstickers,dinner,2022-05-03,7,False,True,False
soy sauce,Potstickers,dinner,2022-05-03,7,False,True,False
wheat,Potstickers,dinner,2022-05-03,7,False,True,False
soybeans,Potstickers,dinner,2022-05-03,7,False,True,False
salt,Potstickers,dinner,2022-05-03,7,False,True,False
Seasonal Assortment of Fresh Vegetables,Performance Bar,dinner,2022-05-02,10,False,False,False
Salads,Performance Bar,dinner,2022-05-02,10,False,False,False
Beans,Performance Bar,dinner,2022-05-02,10,False,False,False
Whole Grains,Performance Bar,dinner,2022-05-02,10,False,False,False
Hard Boiled Eggs,Performance Bar,dinner,2022-05-02,10,False,False,False
Baked Chicken,Performance Bar,dinner,2022-05-02,10,False,False,False
Tofu,Performance Bar,dinner,2022-05-02,10,False,False,False
seasonal vegetables,Seasonal Steamed Vegetables,lunch,2022-04-27,4,False,True,True
cage free eggs,Scrambled Eggs,breakfast,2022-05-04,1,True,False,False
canola/olive oil blend,Scrambled Eggs,breakfast,2022-05-04,1,True,False,False
"hash brown potatoes (potatoes, disodium dihydrogen pyrophosphate, dextrose)",Shredded Hash Browns,breakfast,2022-05-05,3,False,True,False
cauliflower,Lemon Thyme Roasted Cauliflower,lunch,2022-04-23,5,False,True,True
olive oil,Lemon Thyme Roasted Cauliflower,lunch,2022-04-23,5,False,True,True
salt,Lemon Thyme Roasted Cauliflower,lunch,2022-04-23,5,False,True,True
pepper,Lemon Thyme Roasted Cauliflower,lunch,2022-04-23,5,False,True,True
lemon,Lemon Thyme Roasted Cauliflower,lunch,2022-04-23,5,False,True,True
Seasonal Assortment of Fresh Vegetables,Performance Bar,lunch,2022-05-09,9,False,False,False
Salads,Performance Bar,lunch,2022-05-09,9,False,False,False
Beans,Performance Bar,lunch,2022-05-09,9,False,False,False
Whole Grains,Performance Bar,lunch,2022-05-09,9,False,False,False
Hard Boiled Eggs,Performance Bar,lunch,2022-05-09,9,False,False,False
Baked Chicken,Performance Bar,lunch,2022-05-09,9,False,False,False
Tofu,Performance Bar,lunch,2022-05-09,9,False,False,False
cannelli beans,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
vegetable soup base,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
red kidney beans,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
carrot,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
celery,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
onion,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
garlic,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
bay leaf,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
kale,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
canola/olive oil blend,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
lemon juice,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
salt,Bean & Kale Soup,lunch,2022-05-09,8,False,True,True
Seasonal Assortment of Fresh Vegetables,Performance Bar,lunch,2022-05-10,10,False,False,False
Salads,Performance Bar,lunch,2022-05-10,10,False,False,False
Beans,Performance Bar,lunch,2022-05-10,10,False,False,False
Whole Grains,Performance Bar,lunch,2022-05-10,10,False,False,False
Hard Boiled Eggs,Performance Bar,lunch,2022-05-10,10,False,False,False
Baked Chicken,Performance Bar,lunch,2022-05-10,10,False,False,False
Tofu,Performance Bar,lunch,2022-05-10,10,False,False,False
basmati rice,Shirin Polo,lunch,2022-05-02,3,False,True,True
canola/olive oil blend,Shirin Polo,lunch,2022-05-02,3,False,True,True
cranberries,Shirin Polo,lunch,2022-05-02,3,False,True,True
golden raisins,Shirin Polo,lunch,2022-05-02,3,False,True,True
oranges,Shirin Polo,lunch,2022-05-02,3,False,True,True
carrots,Shirin Polo,lunch,2022-05-02,3,False,True,True
sugar,Shirin Polo,lunch,2022-05-02,3,False,True,True
saffron,Shirin Polo,lunch,2022-05-02,3,False,True,True
turmeric,Shirin Polo,lunch,2022-05-02,3,False,True,True
brown rice,Brown Rice Pilaf,lunch,2022-04-28,3,False,True,True
onions,Brown Rice Pilaf,lunch,2022-04-28,3,False,True,True
carrot,Brown Rice Pilaf,lunch,2022-04-28,3,False,True,True
cilantro,Brown Rice Pilaf,lunch,2022-04-28,3,False,True,True
lemon juice,Brown Rice Pilaf,lunch,2022-04-28,3,False,True,True
turmeric,Brown Rice Pilaf,lunch,2022-04-28,3,False,True,True
canola/olive oil blend,Brown Rice Pilaf,lunch,2022-04-28,3,False,True,True
salt,Brown Rice Pilaf,lunch,2022-04-28,3,False,True,True
Seasonal Assortment of Fresh Vegetables,Performance Bar,lunch,2022-04-28,8,False,False,False
Salads,Performance Bar,lunch,2022-04-28,8,False,False,False
Beans,Performance Bar,lunch,2022-04-28,8,False,False,False
Whole Grains,Performance Bar,lunch,2022-04-28,8,False,False,False
Hard Boiled Eggs,Performance Bar,lunch,2022-04-28,8,False,False,False
Baked Chicken,Performance Bar,lunch,2022-04-28,8,False,False,False
Tofu,Performance Bar,lunch,2022-04-28,8,False,False,False
potatoes,Hash Brown Patty,breakfast,2022-04-25,4,False,True,True
canola oil,Hash Brown Patty,breakfast,2022-04-25,4,False,True,True
corn oil,Hash Brown Patty,breakfast,2022-04-25,4,False,True,True
cottonseed oil,Hash Brown Patty,breakfast,2022-04-25,4,False,True,True
palm oil,Hash Brown Patty,breakfast,2022-04-25,4,False,True,True
soybean oil,Hash Brown Patty,breakfast,2022-04-25,4,False,True,True
sunflower oil,Hash Brown Patty,breakfast,2022-04-25,4,False,True,True
salt,Hash Brown Patty,breakfast,2022-04-25,4,False,True,True
onion powder,Hash Brown Patty,breakfast,2022-04-25,4,False,True,True
natural flavor,Hash Brown Patty,breakfast,2022-04-25,4,False,True,True
dextrose,Hash Brown Patty,breakfast,2022-04-25,4,False,True,True
apple,Spiced Apple Compote,breakfast,2022-05-05,8,False,True,True
cinnamon,Spiced Apple Compote,breakfast,2022-05-05,8,False,True,True
clove,Spiced Apple Compote,breakfast,2022-05-05,8,False,True,True
nutmeg,Spiced Apple Compote,breakfast,2022-05-05,8,False,True,True
cardamom,Spiced Apple Compote,breakfast,2022-05-05,8,False,True,True
puff pastry,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
potatoes,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
plant based chick'n,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
soy milk,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
potatoes,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
carrots,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
mushrooms,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
celery,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
corn,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
onions,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
green peas,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
flour,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
garlic,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
"vegetable soup base (contains mushroom, celery)",Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
canola/olive oil blend,Seasonal Vegetable Pot Pie,lunch,2022-04-26,1,False,True,False
chicken soup base,Irish Bacon Cabbage Soup,dinner,2022-04-26,7,False,False,True
hickory smoked bacon,Irish Bacon Cabbage Soup,dinner,2022-04-26,7,False,False,True
canadian bacon,Irish Bacon Cabbage Soup,dinner,2022-04-26,7,False,False,True
leeks,Irish Bacon Cabbage Soup,dinner,2022-04-26,7,False,False,True
green cabbage,Irish Bacon Cabbage Soup,dinner,2022-04-26,7,False,False,True
parsnips,Irish Bacon Cabbage Soup,dinner,2022-04-26,7,False,False,True
turnips,Irish Bacon Cabbage Soup,dinner,2022-04-26,7,False,False,True
onions,Irish Bacon Cabbage Soup,dinner,2022-04-26,7,False,False,True
canola oil,Irish Bacon Cabbage Soup,dinner,2022-04-26,7,False,False,True
garlic,Irish Bacon Cabbage Soup,dinner,2022-04-26,7,False,False,True
white pepper,Irish Bacon Cabbage Soup,dinner,2022-04-26,7,False,False,True
"tofu (soybeans, glucono delta lactone, calcium sulfate)",Fajita Tofu,dinner,2022-05-01,1,False,True,False
canola oil,Fajita Tofu,dinner,2022-05-01,1,False,True,False
garlic,Fajita Tofu,dinner,2022-05-01,1,False,True,False
lemon juice,Fajita Tofu,dinner,2022-05-01,1,False,True,False
cayenne pepper,Fajita Tofu,dinner,2022-05-01,1,False,True,False
oregano,Fajita Tofu,dinner,2022-05-01,1,False,True,False
paprika,Fajita Tofu,dinner,2022-05-01,1,False,True,False
onions,Fajita Tofu,dinner,2022-05-01,1,False,True,False
cilantro,Fajita Tofu,dinner,2022-05-01,1,False,True,False
bell peppers,Fajita Tofu,dinner,2022-05-01,1,False,True,False
salt,Fajita Tofu,dinner,2022-05-01,1,False,True,False
organic tofu,Mapo Tofu,lunch,2022-04-27,1,False,True,False
"meatless ""beef"" crumbles (pea protein, sunflower oil, spices, caramel color)",Mapo Tofu,lunch,2022-04-27,1,False,True,False
onion,Mapo Tofu,lunch,2022-04-27,1,False,True,False
garlic,Mapo Tofu,lunch,2022-04-27,1,False,True,False
ginger,Mapo Tofu,lunch,2022-04-27,1,False,True,False
canola/olive oil blend,Mapo Tofu,lunch,2022-04-27,1,False,True,False
salt,Mapo Tofu,lunch,2022-04-27,1,False,True,False
red pepper flakes,Mapo Tofu,lunch,2022-04-27,1,False,True,False
vegetable soup base,Lemon Pepper Chickpea Soup,lunch,2022-05-04,9,False,True,True
"soup mix vegetables (carrot, celery, onion)",Lemon Pepper Chickpea Soup,lunch,2022-05-04,9,False,True,True
spinach,Lemon Pepper Chickpea Soup,lunch,2022-05-04,9,False,True,True
potato,Lemon Pepper Chickpea Soup,lunch,2022-05-04,9,False,True,True
chickpea,Lemon Pepper Chickpea Soup,lunch,2022-05-04,9,False,True,True
pepper,Lemon Pepper Chickpea Soup,lunch,2022-05-04,9,False,True,True
canola olive oil,Lemon Pepper Chickpea Soup,lunch,2022-05-04,9,False,True,True
lemon juice,Lemon Pepper Chickpea Soup,lunch,2022-05-04,9,False,True,True
garlic,Lemon Pepper Chickpea Soup,lunch,2022-05-04,9,False,True,True
cage free eggs,Scrambled Eggs,breakfast,2022-05-06,1,True,False,False
canola/olive oil blend,Scrambled Eggs,breakfast,2022-05-06,1,True,False,False
vital wheat gluten,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
expeller pressed safflower oil,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
organic expeller pressed palm fruit oil,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
naturally flavored yeast extract,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
barley malt,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
tomato paste,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
apple cider vinegar,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
paprika,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
sea salt,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
onions,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
spices,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
whole wheat flour,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
garlic,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
natural liquid smoke,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
caraway,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
celery seed,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
ground mustardseed,Veggie Hot Dog,lunch,2022-05-05,1,False,True,False
"Breakfast Sandwich (cage free egg, american cheese, canadian bacon, canola/olive oil blend, english muffin, salt, pepper)",All American Breakfast Sandwich,breakfast,2022-05-05,2,False,False,False
Seasonal Assortment of Fresh Vegetables,Performance Bar,dinner,2022-05-05,9,False,False,False
Salads,Performance Bar,dinner,2022-05-05,9,False,False,False
Beans,Performance Bar,dinner,2022-05-05,9,False,False,False
Whole Grains,Performance Bar,dinner,2022-05-05,9,False,False,False
Hard Boiled Eggs,Performance Bar,dinner,2022-05-05,9,False,False,False
Baked Chicken,Performance Bar,dinner,2022-05-05,9,False,False,False
Tofu,Performance Bar,dinner,2022-05-05,9,False,False,False
cheese tortellini,Tomato & Basil Tortellini,lunch,2022-05-08,11,True,False,False
marinara sauce,Tomato & Basil Tortellini,lunch,2022-05-08,11,True,False,False
tomatoes,Tomato & Basil Tortellini,lunch,2022-05-08,11,True,False,False
garlic,Tomato & Basil Tortellini,lunch,2022-05-08,11,True,False,False
spinach,Tomato & Basil Tortellini,lunch,2022-05-08,11,True,False,False
shallots,Tomato & Basil Tortellini,lunch,2022-05-08,11,True,False,False
basil,Tomato & Basil Tortellini,lunch,2022-05-08,11,True,False,False
parmesan cheese,Tomato & Basil Tortellini,lunch,2022-05-08,11,True,False,False
salt,Tomato & Basil Tortellini,lunch,2022-05-08,11,True,False,False
eggplant,Roasted Eggplant,dinner,2022-05-03,5,False,True,True
garlic,Roasted Eggplant,dinner,2022-05-03,5,False,True,True
canola/olive oil blend,Roasted Eggplant,dinner,2022-05-03,5,False,True,True
salt,Roasted Eggplant,dinner,2022-05-03,5,False,True,True
whole wheat flour,Greek Style Pita,lunch,2022-05-10,7,False,True,False
enriched wheat flour,Greek Style Pita,lunch,2022-05-10,7,False,True,False
soybean,Greek Style Pita,lunch,2022-05-10,7,False,True,False
canola oil,Greek Style Pita,lunch,2022-05-10,7,False,True,False
sugar,Greek Style Pita,lunch,2022-05-10,7,False,True,False
salt,Greek Style Pita,lunch,2022-05-10,7,False,True,False
baking powder,Greek Style Pita,lunch,2022-05-10,7,False,True,False
yeast,Greek Style Pita,lunch,2022-05-10,7,False,True,False
blackstrap molasses,Greek Style Pita,lunch,2022-05-10,7,False,True,False
calcium propionate,Greek Style Pita,lunch,2022-05-10,7,False,True,False
sodium stearoyl lactylate,Greek Style Pita,lunch,2022-05-10,7,False,True,False
guar gum,Greek Style Pita,lunch,2022-05-10,7,False,True,False
potato,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
clam meat,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
onion,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
celery,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
whole milk,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
clam soup base,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
clam juice,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
flour,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
unsalted butter,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
cream,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
shallot,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
garlic,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
bay leaf,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
thyme,New England Clam Chowder,lunch,2022-05-06,8,False,False,False
enriched wheat flour,Waffles,breakfast,2022-05-06,5,True,False,False
sugar,Waffles,breakfast,2022-05-06,5,True,False,False
soybean oil,Waffles,breakfast,2022-05-06,5,True,False,False
leavings,Waffles,breakfast,2022-05-06,5,True,False,False
buckwheat flour,Waffles,breakfast,2022-05-06,5,True,False,False
buttermilk,Waffles,breakfast,2022-05-06,5,True,False,False
natural flavors,Waffles,breakfast,2022-05-06,5,True,False,False
artificial flavors,Waffles,breakfast,2022-05-06,5,True,False,False
wheat bran,Waffles,breakfast,2022-05-06,5,True,False,False
rice flour,Waffles,breakfast,2022-05-06,5,True,False,False
yellow corn flour,Waffles,breakfast,2022-05-06,5,True,False,False
whole oat flour,Waffles,breakfast,2022-05-06,5,True,False,False
whey,Waffles,breakfast,2022-05-06,5,True,False,False
whole egg,Waffles,breakfast,2022-05-06,5,True,False,False
salt,Waffles,breakfast,2022-05-06,5,True,False,False
dextrose,Waffles,breakfast,2022-05-06,5,True,False,False
wheat starch,Waffles,breakfast,2022-05-06,5,True,False,False
natural flavors,Waffles,breakfast,2022-05-06,5,True,False,False
artificial flavor,Waffles,breakfast,2022-05-06,5,True,False,False
malted barley flour,Waffles,breakfast,2022-05-06,5,True,False,False
pasta,Pasta Marinara,dinner,2022-04-25,10,False,True,False
marinara sauce,Pasta Marinara,dinner,2022-04-25,10,False,True,False
rice,Garlic Rice,lunch,2022-05-07,3,False,True,True
garlic,Garlic Rice,lunch,2022-05-07,3,False,True,True
wild alaskan pollock,Pollock with Capers & Lemon,dinner,2022-04-30,0,False,False,True
capers,Pollock with Capers & Lemon,dinner,2022-04-30,0,False,False,True
horseradish,Pollock with Capers & Lemon,dinner,2022-04-30,0,False,False,True
lemon,Pollock with Capers & Lemon,dinner,2022-04-30,0,False,False,True
parsley,Pollock with Capers & Lemon,dinner,2022-04-30,0,False,False,True
canola/olive oil blend,Pollock with Capers & Lemon,dinner,2022-04-30,0,False,False,True
olives,Pollock with Capers & Lemon,dinner,2022-04-30,0,False,False,True
water,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
vegetable soup base,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
tomato,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
tortilla chip,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
black bean,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
corn,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
precut mushroom,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
shiitake mushroom,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
oyster mushroom,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
canola olive oil,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
onion,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
garlic,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
jalapeno chili,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
smoke flavoring,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
salt,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
black pepper,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
oregano,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
cumin,Smoky Mushroom Tortilla Soup,lunch,2022-04-25,8,False,True,True
eggplant,Hearty Eggplant Ratatouille,lunch,2022-05-01,1,False,True,True
squash,Hearty Eggplant Ratatouille,lunch,2022-05-01,1,False,True,True
tomato,Hearty Eggplant Ratatouille,lunch,2022-05-01,1,False,True,True
garbanzo beans,Hearty Eggplant Ratatouille,lunch,2022-05-01,1,False,True,True
garlic,Hearty Eggplant Ratatouille,lunch,2022-05-01,1,False,True,True
canola/olive oil blend,Hearty Eggplant Ratatouille,lunch,2022-05-01,1,False,True,True
